fonte: 1, destino: 611, peso: 1
fonte: 21, destino: 996, peso: 14
fonte: 38, destino: 117, peso: 14
fonte: 94, destino: 120, peso: 14
fonte: 100, destino: 9, peso: 14
fonte: 133, destino: 546, peso: 14
fonte: 149, destino: 74, peso: 14
fonte: 168, destino: 409, peso: 14
fonte: 169, destino: 78, peso: 14
fonte: 175, destino: 620, peso: 14
fonte: 181, destino: 334, peso: 14
fonte: 188, destino: 403, peso: 14
fonte: 202, destino: 934, peso: 14
fonte: 226, destino: 890, peso: 14
fonte: 233, destino: 32, peso: 14
fonte: 235, destino: 111, peso: 14
fonte: 257, destino: 830, peso: 14
fonte: 266, destino: 979, peso: 14
fonte: 268, destino: 766, peso: 14
fonte: 275, destino: 112, peso: 14
fonte: 285, destino: 466, peso: 14
fonte: 287, destino: 737, peso: 14
fonte: 298, destino: 445, peso: 14
fonte: 420, destino: 704, peso: 14
fonte: 456, destino: 834, peso: 14
fonte: 462, destino: 684, peso: 14
fonte: 467, destino: 522, peso: 14
fonte: 478, destino: 900, peso: 14
fonte: 519, destino: 912, peso: 14
fonte: 521, destino: 246, peso: 14
fonte: 532, destino: 476, peso: 14
fonte: 561, destino: 960, peso: 14
fonte: 565, destino: 700, peso: 14
fonte: 664, destino: 33, peso: 14
fonte: 728, destino: 43, peso: 14
fonte: 742, destino: 619, peso: 14
fonte: 758, destino: 64, peso: 14
fonte: 775, destino: 744, peso: 14
fonte: 801, destino: 60, peso: 14
fonte: 805, destino: 119, peso: 14
fonte: 821, destino: 327, peso: 14
fonte: 837, destino: 879, peso: 14
fonte: 842, destino: 739, peso: 14
fonte: 843, destino: 48, peso: 14
fonte: 885, destino: 999, peso: 14
fonte: 917, destino: 57, peso: 14
fonte: 943, destino: 932, peso: 14
fonte: 957, destino: 264, peso: 14
fonte: 990, destino: 10, peso: 14
fonte: 5, destino: 366, peso: 15
fonte: 27, destino: 285, peso: 15
fonte: 39, destino: 125, peso: 15
fonte: 72, destino: 285, peso: 15
fonte: 94, destino: 795, peso: 15
fonte: 129, destino: 75, peso: 15
fonte: 136, destino: 598, peso: 15
fonte: 254, destino: 485, peso: 15
fonte: 264, destino: 982, peso: 15
fonte: 352, destino: 770, peso: 15
fonte: 354, destino: 792, peso: 15
fonte: 396, destino: 625, peso: 15
fonte: 398, destino: 645, peso: 15
fonte: 424, destino: 329, peso: 15
fonte: 446, destino: 704, peso: 15
fonte: 451, destino: 956, peso: 15
fonte: 458, destino: 996, peso: 15
fonte: 463, destino: 41, peso: 15
fonte: 464, destino: 771, peso: 15
fonte: 475, destino: 493, peso: 15
fonte: 479, destino: 745, peso: 15
fonte: 484, destino: 534, peso: 15
fonte: 500, destino: 653, peso: 15
fonte: 509, destino: 18, peso: 15
fonte: 511, destino: 728, peso: 15
fonte: 513, destino: 893, peso: 15
fonte: 538, destino: 568, peso: 15
fonte: 556, destino: 620, peso: 15
fonte: 559, destino: 727, peso: 15
fonte: 610, destino: 458, peso: 15
fonte: 610, destino: 599, peso: 15
fonte: 616, destino: 870, peso: 15
fonte: 723, destino: 79, peso: 15
fonte: 726, destino: 491, peso: 15
fonte: 736, destino: 582, peso: 15
fonte: 756, destino: 76, peso: 15
fonte: 762, destino: 890, peso: 15
fonte: 800, destino: 265, peso: 15
fonte: 874, destino: 872, peso: 15
fonte: 940, destino: 222, peso: 15
fonte: 13, destino: 770, peso: 16
fonte: 69, destino: 66, peso: 16
fonte: 93, destino: 105, peso: 16
fonte: 106, destino: 254, peso: 16
fonte: 140, destino: 546, peso: 16
fonte: 142, destino: 359, peso: 16
fonte: 275, destino: 384, peso: 16
fonte: 292, destino: 495, peso: 16
fonte: 319, destino: 230, peso: 16
fonte: 337, destino: 364, peso: 16
fonte: 352, destino: 449, peso: 16
fonte: 368, destino: 229, peso: 16
fonte: 399, destino: 613, peso: 16
fonte: 436, destino: 12, peso: 16
fonte: 459, destino: 61, peso: 16
fonte: 499, destino: 896, peso: 16
fonte: 504, destino: 424, peso: 16
fonte: 514, destino: 741, peso: 16
fonte: 540, destino: 747, peso: 16
fonte: 571, destino: 390, peso: 16
fonte: 639, destino: 689, peso: 16
fonte: 688, destino: 791, peso: 16
fonte: 712, destino: 447, peso: 16
fonte: 799, destino: 636, peso: 16
fonte: 819, destino: 440, peso: 16
fonte: 825, destino: 1, peso: 16
fonte: 854, destino: 91, peso: 16
fonte: 993, destino: 253, peso: 16
fonte: 81, destino: 233, peso: 17
fonte: 124, destino: 681, peso: 17
fonte: 169, destino: 12, peso: 17
fonte: 282, destino: 126, peso: 17
fonte: 315, destino: 687, peso: 17
fonte: 373, destino: 264, peso: 17
fonte: 405, destino: 387, peso: 17
fonte: 406, destino: 797, peso: 17
fonte: 582, destino: 972, peso: 17
fonte: 588, destino: 356, peso: 17
fonte: 603, destino: 454, peso: 17
fonte: 637, destino: 76, peso: 17
fonte: 787, destino: 630, peso: 17
fonte: 791, destino: 104, peso: 17
fonte: 873, destino: 784, peso: 17
fonte: 887, destino: 615, peso: 17
fonte: 924, destino: 169, peso: 17
fonte: 952, destino: 609, peso: 17
fonte: 990, destino: 623, peso: 17
fonte: 55, destino: 91, peso: 18
fonte: 76, destino: 835, peso: 18
fonte: 104, destino: 409, peso: 18
fonte: 118, destino: 448, peso: 18
fonte: 437, destino: 469, peso: 18
fonte: 640, destino: 803, peso: 18
fonte: 671, destino: 26, peso: 18
fonte: 673, destino: 932, peso: 18
fonte: 764, destino: 986, peso: 18
fonte: 922, destino: 901, peso: 18
fonte: 940, destino: 162, peso: 18
fonte: 116, destino: 133, peso: 19
fonte: 179, destino: 964, peso: 19
fonte: 192, destino: 174, peso: 19
fonte: 216, destino: 730, peso: 19
fonte: 251, destino: 709, peso: 19
fonte: 376, destino: 657, peso: 19
fonte: 465, destino: 695, peso: 19
fonte: 469, destino: 728, peso: 19
fonte: 498, destino: 230, peso: 19
fonte: 526, destino: 71, peso: 19
fonte: 674, destino: 110, peso: 19
fonte: 702, destino: 856, peso: 19
fonte: 711, destino: 962, peso: 19
fonte: 890, destino: 655, peso: 19
fonte: 891, destino: 2, peso: 19
fonte: 898, destino: 565, peso: 19
fonte: 970, destino: 454, peso: 19
fonte: 35, destino: 444, peso: 20
fonte: 45, destino: 729, peso: 20
fonte: 80, destino: 606, peso: 20
fonte: 84, destino: 715, peso: 20
fonte: 171, destino: 702, peso: 20
fonte: 190, destino: 520, peso: 20
fonte: 267, destino: 708, peso: 20
fonte: 316, destino: 232, peso: 20
fonte: 498, destino: 419, peso: 20
fonte: 527, destino: 854, peso: 20
fonte: 528, destino: 409, peso: 20
fonte: 593, destino: 466, peso: 20
fonte: 651, destino: 941, peso: 20
fonte: 672, destino: 767, peso: 20
fonte: 965, destino: 920, peso: 20
fonte: 47, destino: 714, peso: 21
fonte: 92, destino: 217, peso: 21
fonte: 97, destino: 294, peso: 21
fonte: 207, destino: 360, peso: 21
fonte: 488, destino: 58, peso: 21
fonte: 490, destino: 299, peso: 21
fonte: 624, destino: 379, peso: 21
fonte: 650, destino: 21, peso: 21
fonte: 700, destino: 326, peso: 21
fonte: 731, destino: 693, peso: 21
fonte: 743, destino: 517, peso: 21
fonte: 797, destino: 912, peso: 21
fonte: 813, destino: 361, peso: 21
fonte: 955, destino: 628, peso: 21
fonte: 53, destino: 226, peso: 22
fonte: 101, destino: 245, peso: 22
fonte: 215, destino: 442, peso: 22
fonte: 216, destino: 172, peso: 22
fonte: 239, destino: 309, peso: 22
fonte: 378, destino: 103, peso: 22
fonte: 413, destino: 660, peso: 22
fonte: 748, destino: 768, peso: 22
fonte: 755, destino: 939, peso: 22
fonte: 220, destino: 302, peso: 23
fonte: 696, destino: 921, peso: 23
fonte: 759, destino: 201, peso: 23
fonte: 941, destino: 138, peso: 23
fonte: 946, destino: 470, peso: 23
fonte: 15, destino: 823, peso: 24
fonte: 41, destino: 171, peso: 24
fonte: 288, destino: 892, peso: 24
fonte: 311, destino: 433, peso: 24
fonte: 460, destino: 348, peso: 24
fonte: 516, destino: 795, peso: 24
fonte: 550, destino: 482, peso: 24
fonte: 690, destino: 757, peso: 24
fonte: 710, destino: 288, peso: 24
fonte: 901, destino: 963, peso: 24
fonte: 912, destino: 460, peso: 24
fonte: 116, destino: 416, peso: 25
fonte: 336, destino: 745, peso: 25
fonte: 446, destino: 194, peso: 25
fonte: 579, destino: 875, peso: 25
fonte: 669, destino: 857, peso: 25
fonte: 683, destino: 365, peso: 25
fonte: 956, destino: 322, peso: 25
fonte: 152, destino: 855, peso: 26
fonte: 191, destino: 850, peso: 26
fonte: 236, destino: 631, peso: 26
fonte: 360, destino: 747, peso: 26
fonte: 643, destino: 501, peso: 26
fonte: 814, destino: 403, peso: 26
fonte: 844, destino: 239, peso: 26
fonte: 845, destino: 90, peso: 26
fonte: 927, destino: 645, peso: 26
fonte: 943, destino: 916, peso: 26
fonte: 140, destino: 393, peso: 27
fonte: 553, destino: 356, peso: 27
fonte: 739, destino: 362, peso: 27
fonte: 364, destino: 566, peso: 28
fonte: 733, destino: 779, peso: 28
fonte: 863, destino: 988, peso: 28
fonte: 161, destino: 831, peso: 29
fonte: 514, destino: 121, peso: 29
fonte: 976, destino: 648, peso: 29
fonte: 386, destino: 698, peso: 30
fonte: 305, destino: 178, peso: 31
fonte: 606, destino: 763, peso: 31
fonte: 764, destino: 720, peso: 31
fonte: 936, destino: 628, peso: 31
fonte: 234, destino: 954, peso: 32
fonte: 241, destino: 666, peso: 32
fonte: 11, destino: 435, peso: 33
fonte: 246, destino: 507, peso: 35
fonte: 925, destino: 247, peso: 35
fonte: 392, destino: 3, peso: 36
fonte: 914, destino: 426, peso: 36
fonte: 951, destino: 712, peso: 39
fonte: 949, destino: 855, peso: 40
fonte: 838, destino: 143, peso: 41
fonte: 59, destino: 489, peso: 42
fonte: 958, destino: 694, peso: 43
fonte: 478, destino: 966, peso: 44
fonte: 735, destino: 7, peso: 44
fonte: 490, destino: 23, peso: 47
fonte: 911, destino: 125, peso: 49
